district_id,district_alt_id,division_id,division_type,address_1,address_2,address_3,address_4,is_abroad,cancelled,lat,lng,division_is_covid,election_type,total_registered_voters,total_registered_voters_men,total_registered_voters_women,election_numeric_id,total_votes,participated_ocr_traditional,participated_ocr_confidence_traditional,invalid_ballots_ocr_traditional,invalid_ballots_ocr_confidence_traditional,participated_cec,participated_men_cec,participated_women_cec,invalid_ballots_ocr_confidence_electronic,invalid_ballots_ocr_electronic,participated_ocr_confidence_electronic,participated_ocr_electronic,c_participated,c_invalid_ballots,protocols_traditional,protocols_electronic,CAND3,CAND4,CAND5,CAND6,CAND8,CAND9,CAND10,CAND12,CAND16,CAND17,CAND20,CAND21,CAND23,CAND25,CAND26,CAND27,CAND36,CAND41
09,Tbilisi - 09 ნაძალადევი,00.09.35,electronic,N84 საბავშვო ბაღი,N84 საბავშვო ბაღი,დ. გურამიშვილის გამზ.N4,,False,False,41.7517618684735, 44.788902414975915,,proportional,1520,676,844,57,833,845.0,1.0,,,840,377,463,1.0,12.0,1.0,845.0,840,12.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/025ac0c1-61bb-47c7-8707-5836e2ef3640,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/025ac0c1-61bb-47c7-8707-5836e2ef3640,4,111,56,2,24,88,21,0,12,3,1,4,1,96,1,1,46,362
09,Tbilisi - 09 ნაძალადევი,00.09.36,electronic,N56 საბავშვო ბაღი,N56 საბავშვო ბაღი,დ. გურამიშვილის გამზ.N4,,False,False,41.75140307448816, 44.78916515010916,,proportional,1635,750,885,57,929,,,9.0,1.0,938,427,511,1.0,8.0,1.0,930.0,938,8.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/3f740012-464c-42d6-88b1-2c2840960833,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/3f740012-464c-42d6-88b1-2c2840960833,1,124,72,4,36,101,9,0,4,2,0,2,0,106,1,3,59,405
09,Tbilisi - 09 ნაძალადევი,00.09.37,electronic,N56 საბავშვო ბაღი,N56 საბავშვო ბაღი,დ. გურამიშვილის გამზ.N4,,False,False,41.751392911098264, 44.78918149815968,,proportional,1366,567,799,57,824,831.0,1.0,,,831,348,483,1.0,7.0,1.0,831.0,831,7.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/64849f06-1239-4a3a-9d99-788c37ce24cf,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/64849f06-1239-4a3a-9d99-788c37ce24cf,1,105,56,1,31,100,7,0,8,4,3,2,2,70,3,3,54,374
09,Tbilisi - 09 ნაძალადევი,00.09.38,electronic,ვეტერანთა კულტ. და დასვენების პარკი,ვეტერანთა კულტ. და დასვენების პარკი,ც. დადიანის ქ.N164,,False,False,41.748091577108426, 44.78918002932026,,proportional,3241,1326,1915,57,1999,2015.0,1.0,46.0,0.8333333333333333,2014,827,1187,1.0,16.0,1.0,1999.0,2014,16.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/d5c4aef8-503a-4537-919e-4fdab2d72388,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/d5c4aef8-503a-4537-919e-4fdab2d72388,1,325,145,7,72,258,23,1,13,3,6,3,3,257,1,3,126,752
09,Tbilisi - 09 ნაძალადევი,00.09.39,electronic,სტუ - აგრაგულ მეცნიერებათა ფაკ-ტი,სტუ - აგრაგულ მეცნიერებათა ფაკ-ტი,დ. გურამიშვილის გამზ.N17,,False,False,41.75797906881652, 44.7886449098678,,proportional,2618,1141,1477,57,1512,1508.0,0.8333333333333333,18.0,0.8333333333333333,1508,647,861,1.0,19.0,1.0,1508.0,1508,19.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/5a57ddc7-65ff-46ea-883f-127b4c12d3c1,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/5a57ddc7-65ff-46ea-883f-127b4c12d3c1,2,185,83,9,69,174,25,2,16,1,7,3,4,179,0,5,83,665
09,Tbilisi - 09 ნაძალადევი,00.09.40,electronic,N141 საჯარო სკოლა,N141 საჯარო სკოლა,დ. გურამიშვილის გამზ.N14,,False,False,41.75827648601257, 44.78738089762271,,proportional,1274,554,720,57,747,750.0,1.0,,,750,320,430,1.0,3.0,1.0,750.0,750,3.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/f1e05ae0-9867-4350-af37-4fbad447ee06,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/f1e05ae0-9867-4350-af37-4fbad447ee06,0,103,66,2,41,79,11,0,5,0,5,4,0,77,1,2,34,317
09,Tbilisi - 09 ნაძალადევი,00.09.41,electronic,N141 საჯარო სკოლა,N141 საჯარო სკოლა,დ. გურამიშვილის გამზ.N14,,False,False,41.75809259056634, 44.78693876907023,,proportional,1047,474,573,57,540,545.0,1.0,5.0,0.8333333333333333,545,248,297,1.0,4.0,1.0,545.0,545,4.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/10b10aab-86c3-4db5-a56f-6e42f8801b25,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/10b10aab-86c3-4db5-a56f-6e42f8801b25,0,64,45,4,22,59,5,1,10,0,0,2,0,64,0,1,23,240
09,Tbilisi - 09 ნაძალადევი,00.09.42,electronic,სტუ - აგრაგულ მეცნიერებათა ფაკ-ტი,სტუ - აგრაგულ მეცნიერებათა ფაკ-ტი,დ. გურამიშვილის გამზ.N17,,False,False,41.75797906881652, 44.7886449098678,,proportional,1294,572,722,57,838,843.0,0.8333333333333333,,,843,356,487,1.0,5.0,1.0,843.0,843,5.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/b12714d6-d591-4b70-89b1-c9c54e7ed8f4,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/b12714d6-d591-4b70-89b1-c9c54e7ed8f4,0,124,53,2,29,91,3,2,8,2,2,0,1,84,0,1,47,389
09,Tbilisi - 09 ნაძალადევი,00.09.43,electronic,N207 საჯარო სკოლა,N207 საჯარო სკოლა,ჩარგლის ქ.N34,,False,False,41.763557593526606, 44.79320168495178,,proportional,1274,523,751,57,848,857.0,1.0,9.0,1.0,850,365,485,1.0,9.0,1.0,857.0,850,9.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/5556e8a9-4dec-43f6-baf0-59e28266ef0a,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/5556e8a9-4dec-43f6-baf0-59e28266ef0a,1,113,37,3,24,89,18,1,8,4,0,0,1,93,0,2,53,401
09,Tbilisi - 09 ნაძალადევი,00.09.44,electronic,N141 საჯარო სკოლა,N141 საჯარო სკოლა,დ. გურამიშვილის გამზ.N14,,False,False,41.758126212332726, 44.78698153380023,,proportional,1391,596,795,57,860,872.0,1.0,12.0,0.8333333333333333,872,388,484,1.0,12.0,1.0,872.0,872,12.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/42143fcf-68f6-409e-a930-9f580aeaae78,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/42143fcf-68f6-409e-a930-9f580aeaae78,3,111,53,3,11,125,13,0,6,3,1,0,0,110,1,2,72,346
09,Tbilisi - 09 ნაძალადევი,00.09.45,electronic,N133 საჯარო სკოლა,N133 საჯარო სკოლა,ვარდისუბნის ქ.N8,,False,False,41.76540875196252, 44.786818508702574,,proportional,1474,636,838,57,968,978.0,1.0,10.0,0.8333333333333333,978,419,559,1.0,10.0,1.0,978.0,978,10.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/63d81399-5990-4049-bebf-5c73e3d8eb28,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/63d81399-5990-4049-bebf-5c73e3d8eb28,1,131,66,6,32,138,18,0,5,1,1,1,2,104,0,3,59,400
09,Tbilisi - 09 ნაძალადევი,00.09.46,electronic,N133 საჯარო სკოლა,N133 საჯარო სკოლა,ვარდისუბნის ქ.N8,,False,False,41.76554642997328, 44.78681199577022,,proportional,1480,637,843,57,968,987.0,1.0,18.0,0.8333333333333333,987,435,552,1.0,18.0,1.0,986.0,987,18.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/05adbc0d-e92b-4f0d-9fa1-b5cd22e1766d,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/05adbc0d-e92b-4f0d-9fa1-b5cd22e1766d,1,129,46,7,33,100,10,0,11,6,2,0,0,123,2,1,53,444
09,Tbilisi - 09 ნაძალადევი,00.09.47,electronic,N133 საჯარო სკოლა,N133 საჯარო სკოლა,ვარდისუბნის ქ.N8,,False,False,41.76538303690506, 44.78681712189179,,proportional,1471,651,820,57,872,881.0,0.8333333333333333,9.0,1.0,881,370,511,1.0,9.0,1.0,881.0,881,9.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/c7553166-1839-4b6b-9874-e0faecaa50ca,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/c7553166-1839-4b6b-9874-e0faecaa50ca,1,118,74,4,37,110,18,1,7,4,3,0,2,95,0,0,66,332
09,Tbilisi - 09 ნაძალადევი,00.09.48,electronic,N31 საბავშვო ბაღი,N31 საბავშვო ბაღი,ჩარგლის ქ.N40,,False,False,41.765684628121285, 44.79408411561696,,proportional,1486,658,828,57,876,862.0,1.0,8.0,0.8333333333333333,862,402,460,1.0,8.0,1.0,862.0,862,8.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/8b3a52f8-0137-4045-b9b9-6a1a3896fa8c,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/8b3a52f8-0137-4045-b9b9-6a1a3896fa8c,4,103,68,4,29,91,8,0,4,4,4,0,2,98,0,2,47,408
09,Tbilisi - 09 ნაძალადევი,00.09.49,electronic,N207 საჯარო სკოლა,N207 საჯარო სკოლა,ჩარგლის ქ.N34,,False,False,41.763557593526606, 44.79320168495178,,proportional,1270,566,704,57,772,,,7.0,1.0,779,347,432,1.0,7.0,1.0,779.0,779,7.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/b22ee9ca-966b-4cd7-b479-148e70ef94ea,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/b22ee9ca-966b-4cd7-b479-148e70ef94ea,1,95,38,0,29,86,7,1,7,0,0,1,2,81,2,3,36,383
09,Tbilisi - 09 ნაძალადევი,00.09.50,electronic,N31 საბავშვო ბაღი,N31 საბავშვო ბაღი,ჩარგლის ქ.N40,,False,False,41.76496032898105, 44.79383460224248,,proportional,1248,541,707,57,780,787.0,0.8333333333333333,7.0,1.0,787,331,456,1.0,7.0,1.0,787.0,787,7.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/31bfab7b-ded4-46ea-84e9-93ed5d5396b4,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/31bfab7b-ded4-46ea-84e9-93ed5d5396b4,1,126,38,0,25,103,9,0,7,2,2,0,1,104,1,1,44,316
09,Tbilisi - 09 ნაძალადევი,00.09.51,electronic,N207 საჯარო სკოლა,N207 საჯარო სკოლა,ჩარგლის ქ.N34,,False,False,41.7637145, 44.7933042,,proportional,1430,607,823,57,873,888.0,1.0,15.0,0.8333333333333333,878,374,504,1.0,15.0,1.0,888.0,878,15.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/a090e64d-31e6-48de-a9c2-1628c6343c8d,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/a090e64d-31e6-48de-a9c2-1628c6343c8d,1,153,81,1,25,125,16,0,5,2,4,0,0,102,1,0,38,319
09,Tbilisi - 09 ნაძალადევი,00.09.52,electronic,N32 საჯარო სკოლა,N32 საჯარო სკოლა,ჩარგლის ქ.N24,,False,False,41.76413669391049, 44.79232369060991,,proportional,2434,976,1458,57,1543,1592.0,0.8333333333333333,15.0,0.8333333333333333,1561,614,947,1.0,19.0,1.0,1543.0,1561,19.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/b1607989-e4ae-4d29-a404-7f2dc6e5a533,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/b1607989-e4ae-4d29-a404-7f2dc6e5a533,3,252,101,6,49,205,24,1,11,3,5,1,3,193,1,2,90,593
09,Tbilisi - 09 ნაძალადევი,00.09.53,electronic,ბაგა-ბაღი „იმედი”,ბაგა-ბაღი „იმედი”,უცნობ გმირთა ქ. N140,,False,False,41.748854801010275, 44.819320337490986,,proportional,1125,513,612,57,609,,,5.0,1.0,614,279,335,1.0,5.0,1.0,614.0,614,5.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/736cf6dc-285b-4cdb-a186-c8f48f271505,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/736cf6dc-285b-4cdb-a186-c8f48f271505,2,104,42,5,16,56,4,0,5,1,0,0,0,87,1,3,33,250
09,Tbilisi - 09 ნაძალადევი,00.09.54,electronic,N143 ბაგა-ბაღი,N143 ბაგა-ბაღი,ხორნაბუჯის ქ.N21,,False,False,41.7653726, 44.7983067,,proportional,1296,580,716,57,856,,,11.0,0.8333333333333333,867,369,498,1.0,11.0,1.0,867.0,867,11.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/4b691e0e-a835-441d-ae64-2d4a3e322092,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/4b691e0e-a835-441d-ae64-2d4a3e322092,1,143,79,2,31,95,16,0,7,0,3,1,1,75,1,5,44,352
09,Tbilisi - 09 ნაძალადევი,00.09.55,electronic,კავკასიის საერთაშორისო უნივერსიტეტი,კავკასიის საერთაშორისო უნივერსიტეტი,ჩარგლის ქ.N73,,False,False,41.769944182273704, 44.80169250050531,,proportional,1446,625,821,57,849,859.0,1.0,10.0,0.8333333333333333,859,371,488,1.0,10.0,1.0,859.0,859,10.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/be99b14f-96a9-4afa-a4f0-add765c40a9d,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/be99b14f-96a9-4afa-a4f0-add765c40a9d,1,115,78,2,26,88,8,0,4,2,0,1,2,110,0,2,47,363
09,Tbilisi - 09 ნაძალადევი,00.09.56,electronic,N9 ბაგა-ბაღი,N9 ბაგა-ბაღი,გუდამაყრის ქ.N2,,False,False,41.768858532262534, 44.7950232526481,,proportional,2520,1043,1477,57,1408,1421.0,1.0,13.0,0.8333333333333333,1421,585,836,1.0,13.0,1.0,1408.0,1421,13.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/d329e520-3d93-401c-894e-766678328204,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/d329e520-3d93-401c-894e-766678328204,4,237,106,5,35,184,12,1,12,1,5,1,1,183,1,5,71,544
09,Tbilisi - 09 ნაძალადევი,00.09.57,electronic,საზ. კოლეჯი „მერმისი”,საზ. კოლეჯი „მერმისი”,დ. გურამიშვილის გამზ. N72ა,,False,False,41.772899443145604, 44.79206303956864,,proportional,1500,670,830,57,875,,,,,868,383,485,1.0,10.0,1.0,869.0,868,10.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/0e9193f7-c152-4168-9434-fd610073f45d,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/0e9193f7-c152-4168-9434-fd610073f45d,0,121,46,4,26,114,10,2,7,0,4,1,0,135,0,0,58,347
09,Tbilisi - 09 ნაძალადევი,00.09.58,electronic,N114 საჯარო სკოლა,N114 საჯარო სკოლა,დ. გურამიშვილის გამზ. N29,,False,False,41.77167109883359, 44.79389269459069,,proportional,1502,665,837,57,928,939.0,1.0,100.0,0.8333333333333333,928,391,537,1.0,11.0,1.0,939.0,928,11.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/87dc7156-3ebb-4e40-b5db-ce1f03b9bd4b,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/87dc7156-3ebb-4e40-b5db-ce1f03b9bd4b,2,142,60,4,28,110,12,0,8,2,5,2,0,127,2,3,61,360
09,Tbilisi - 09 ნაძალადევი,00.09.59,electronic,N114 საჯარო სკოლა,N114 საჯარო სკოლა,დ. გურამიშვილის გამზ. N29,,False,False,41.77165580317123, 44.7939573112189,,proportional,2733,1235,1498,57,1644,,,,,1659,746,913,1.0,16.0,1.0,1644.0,1659,16.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/52871cba-1d80-485d-8908-1fd033df2b40,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/52871cba-1d80-485d-8908-1fd033df2b40,2,259,117,4,55,201,23,1,18,1,5,2,2,207,1,3,108,635
09,Tbilisi - 09 ნაძალადევი,00.09.60,electronic,N143 საჯარო სკოლა,N143 საჯარო სკოლა,ურეკის ქ.N5,,False,False,41.77797746416617, 44.8025639472751,,proportional,1412,671,741,57,813,818.0,1.0,5.0,1.0,819,384,435,1.0,7.0,1.0,818.0,819,7.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/3f9aa879-4920-4e0b-9d50-eeed44e04de1,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/3f9aa879-4920-4e0b-9d50-eeed44e04de1,1,101,51,3,31,102,7,1,6,4,3,1,0,108,0,2,39,353
09,Tbilisi - 09 ნაძალადევი,00.09.61,electronic,N143 საჯარო სკოლა,N143 საჯარო სკოლა,ურეკის ქ.N5,,False,False,41.77797746416617, 44.8025639472751,,proportional,1543,658,885,57,1000,1010.0,0.8333333333333333,40.0,0.8333333333333333,1010,417,593,1.0,10.0,1.0,1010.0,1010,10.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/d304cbdf-ba9d-470d-b886-7e08839487f2,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/d304cbdf-ba9d-470d-b886-7e08839487f2,1,146,93,0,26,163,16,2,15,1,3,2,1,125,1,5,61,339
09,Tbilisi - 09 ნაძალადევი,00.09.62,electronic,N113 საბავშვო ბაღი,N113 საბავშვო ბაღი,ურეკის ქ.N4,,False,False,41.77955131728728, 44.80248619209283,,proportional,1288,543,745,57,759,77.0,0.8333333333333333,11.0,1.0,759,322,437,1.0,11.0,1.0,770.0,759,11.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/57f0fe84-4814-4f02-a846-b2eb3e76e214,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/57f0fe84-4814-4f02-a846-b2eb3e76e214,1,105,65,3,35,87,13,1,6,1,2,1,1,99,1,2,50,286
09,Tbilisi - 09 ნაძალადევი,00.09.63,electronic,N138 საჯარო სკოლა,N138 საჯარო სკოლა,ზღვისუბნის დას. 10ბ კვარტალი,,False,False,41.78202, 44.80625,,proportional,1440,614,826,57,860,863.0,1.0,10.0,1.0,863,358,505,1.0,10.0,1.0,863.0,863,10.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/d9e61e36-27fd-465c-9222-b457bb570329,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/d9e61e36-27fd-465c-9222-b457bb570329,3,130,90,2,30,91,14,2,9,4,1,1,0,102,0,0,66,315
09,Tbilisi - 09 ნაძალადევი,00.09.64,electronic,N138 საჯარო სკოლა,N138 საჯარო სკოლა,ზღვისუბნის დას. 10ბ კვარტალი,,False,False,41.78202, 44.80625,,proportional,1418,627,791,57,733,741.0,0.8333333333333333,8.0,1.0,736,315,421,1.0,8.0,1.0,741.0,736,8.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/d8dbe4e3-7ce2-4775-a680-ec27cb5b72ce,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/d8dbe4e3-7ce2-4775-a680-ec27cb5b72ce,2,98,55,2,22,89,17,1,8,2,3,3,2,96,0,3,38,292
09,Tbilisi - 09 ნაძალადევი,00.09.65,electronic,N22 ბაგა-ბაღი,N22 ბაგა-ბაღი,ზღვისუბნის დას. 10 კვარტალი,,False,False,41.77963804744583, 44.80577256031172,,proportional,1467,639,828,57,970,,,,,978,429,549,1.0,8.0,1.0,978.0,978,8.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/cd83657b-a0cc-4b3b-86ee-04115fe15c44,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/cd83657b-a0cc-4b3b-86ee-04115fe15c44,1,140,55,2,51,104,19,1,5,2,0,1,0,117,2,0,62,408
09,Tbilisi - 09 ნაძალადევი,00.09.66,electronic,N48 საჯარო სკოლა,N48 საჯარო სკოლა,ზღვისუბნის დას. 11მკრ. 1 კვარტალი,,False,False,41.77765668974948, 44.81240630149841,,proportional,1371,581,790,57,782,792.0,0.8333333333333333,0.0,1.0,792,325,467,1.0,10.0,1.0,792.0,792,10.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/721c2478-300e-4ff8-9786-8b1df1f56192,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/721c2478-300e-4ff8-9786-8b1df1f56192,0,132,56,2,24,99,16,0,5,0,1,1,1,92,0,3,47,303
09,Tbilisi - 09 ნაძალადევი,00.09.67,electronic,N48 საჯარო სკოლა,N48 საჯარო სკოლა,ზღვისუბნის დას. 11მკრ. 1 კვარტალი,,False,False,41.77765668974948, 44.81240630149841,,proportional,1394,596,798,57,865,867.0,0.8333333333333333,7.0,1.0,861,371,490,1.0,9.0,1.0,861.0,861,9.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/95faa5b3-0229-4dea-ad6d-6c688a2a89be,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/95faa5b3-0229-4dea-ad6d-6c688a2a89be,3,125,50,4,33,109,8,2,10,1,1,1,0,96,2,4,54,362
09,Tbilisi - 09 ნაძალადევი,00.09.68,electronic,N48 საჯარო სკოლა,N48 საჯარო სკოლა,ზღვისუბნის დას. 11მკრ. 1 კვარტალი,,False,False,41.77765668974948, 44.81240630149841,,proportional,1535,645,890,57,869,863.0,1.0,6.0,0.8333333333333333,863,356,507,1.0,6.0,1.0,863.0,863,6.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/91478a98-252e-4280-84c2-ab1e987757c2,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/91478a98-252e-4280-84c2-ab1e987757c2,1,151,73,1,21,100,9,1,9,0,1,2,0,92,1,3,45,359
09,Tbilisi - 09 ნაძალადევი,00.09.69,electronic,კერძო სკოლა „თამარიონი”,კერძო სკოლა „თამარიონი”,ზღვისუბნის დას. 11 მკრ. 2 კვარტალი,,False,False,41.77657732758805, 44.8135694065283,,proportional,1558,693,865,57,948,956.0,0.8333333333333333,0.0,0.8333333333333333,956,424,532,1.0,8.0,1.0,956.0,956,8.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/572f1796-bbda-49b6-b42c-bfe3ebba8be7,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/572f1796-bbda-49b6-b42c-bfe3ebba8be7,1,160,67,4,25,115,14,3,8,1,1,0,0,108,0,4,60,377
09,Tbilisi - 09 ნაძალადევი,00.09.70,electronic,N60 ბაგა-ბაღი,N60 ბაგა-ბაღი,ზღვისუბნის დას. 11მკრ. 2 კვარტალი,,False,False,41.7762232425722, 44.814318382610935,,proportional,1384,588,796,57,819,828.0,0.8333333333333333,9.0,1.0,828,358,470,1.0,9.0,1.0,828.0,828,9.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/15c52bcd-a955-4f27-a875-45e1cdca4284,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/15c52bcd-a955-4f27-a875-45e1cdca4284,1,110,65,0,42,104,11,0,9,2,1,0,1,87,0,1,50,335
09,Tbilisi - 09 ნაძალადევი,00.09.71,electronic,N149 საჯარო სკოლა,N149 საჯარო სკოლა,ზღვისუბნის დას. 11მკრ. 3 კვარტალი,,False,False,41.77418235001304, 44.81811370755498,,proportional,1448,612,836,57,882,887.0,1.0,5.0,1.0,887,386,501,1.0,5.0,1.0,887.0,887,5.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/e85c9e09-5dbb-42ab-a230-009a6ab06f81,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/e85c9e09-5dbb-42ab-a230-009a6ab06f81,1,160,68,2,40,135,19,1,5,1,4,0,0,79,2,3,55,307
09,Tbilisi - 09 ნაძალადევი,00.09.72,electronic,N61 ბაგა-ბაღი,N61 ბაგა-ბაღი,ზღვისუბნის დას. 11მკრ. 3 კვარტალი,,False,False,41.7732352656543, 44.82010470031368,,proportional,2556,1114,1442,57,1401,1416.0,1.0,15.0,0.8333333333333333,1399,572,827,1.0,0.0,1.0,1416.0,1399,0.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/e363eeff-7c24-47f3-9402-c2ee0cdb05a0,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/e363eeff-7c24-47f3-9402-c2ee0cdb05a0,0,280,94,3,59,180,17,2,11,1,3,4,2,158,2,3,75,507
09,Tbilisi - 09 ნაძალადევი,00.09.73,electronic,N159 საჯარო სკოლა,N159 საჯარო სკოლა,ზღვისუბნის დას. 3 მკრ. 5 კვარტალი,,False,False,41.77650143997046, 44.821880279443725,,proportional,1620,672,948,57,925,938.0,1.0,,,938,387,551,1.0,13.0,1.0,938.0,938,13.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/8536bd7b-83d4-4275-beb0-e181ec8827d2,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/8536bd7b-83d4-4275-beb0-e181ec8827d2,1,149,48,4,34,112,21,1,8,0,2,0,1,108,0,1,70,365
09,Tbilisi - 09 ნაძალადევი,00.09.74,electronic,N159 საჯარო სკოლა,N159 საჯარო სკოლა,ზღვისუბნის დას. 3 მკრ. 5 კვარტალი,,False,False,41.776555736920315, 44.822142781678714,,proportional,1349,576,773,57,832,835.0,0.8333333333333333,3.0,1.0,835,359,476,1.0,3.0,1.0,835.0,835,3.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/47953490-a245-42a8-9a63-a460e445d7be,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/47953490-a245-42a8-9a63-a460e445d7be,2,133,58,6,21,121,9,1,8,1,2,0,1,96,0,0,61,312
09,Tbilisi - 09 ნაძალადევი,00.09.75,electronic,N159 საჯარო სკოლა,N159 საჯარო სკოლა,ზღვისუბნის დას. 3 მკრ. 5 კვარტალი,,False,False,41.77652334423216, 44.82196698216373,,proportional,1324,539,785,57,770,781.0,0.8333333333333333,11.0,1.0,767,324,443,1.0,11.0,1.0,781.0,767,11.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/e902cc5a-6883-4bf6-a14f-0efcd49e3271,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/e902cc5a-6883-4bf6-a14f-0efcd49e3271,2,112,54,0,19,83,10,2,4,1,0,1,0,97,0,2,43,340
09,Tbilisi - 09 ნაძალადევი,00.09.76,electronic,N159 საჯარო სკოლა,N159 საჯარო სკოლა,ზღვისუბნის დას. 3 მკრ. 5 კვარტალი,,False,False,41.77646503734825, 44.821916391332444,,proportional,1768,802,966,57,1035,1046.0,1.0,,,1038,477,561,1.0,10.0,1.0,1045.0,1038,10.0,https://results.cec.gov.ge/#/ka-ge/election_57/tr/prot/cce5c2fe-d28e-4518-aaf6-a5cb0a580ee3,https://results.cec.gov.ge/#/ka-ge/election_57/el/prot/cce5c2fe-d28e-4518-aaf6-a5cb0a580ee3,1,187,65,5,23,134,16,0,18,2,3,0,1,132,0,3,47,398
